BD_Team,Region,Client_Name,Industry,Lead_Source,Campaign,Lead_Score,Current_Stage,Initial_Contact_Date,Deal_Closed_Date,Expected_Deal_Size,Actual_Revenue,BD_Representative,Opportunity_ID
Team D,Latin-America,EduNext,Education,Social Media,HealthcareExpo,22,Closed Won,45674,45703,22621.92,18190.28,Emma Johnson,OPP-00402
Team D,Middle-East,AgriCorp,Agriculture,Event,Tech Summit,98,Prospecting,45610,,102972.81,0,Chen Wei,OPP-00403
Team B,Europe,GreenTech,Renewable Energy,Partnership,Green Tech Day,56,Closed Lost,45868,45869,124858.35,0,Rohit Menon,OPP-00404
Team D,Latin-America,AgriHarvest,Agriculture,Webinar,Spring Launch,26,Qualified,45470,,37485.5,0,Emma Johnson,OPP-00405
Team E,Middle-East,AgriHarvest,Agriculture,Social Media,agri meet,40,Closed Won,45232,45367,77521.3,82721.29,Sara Ibrahim,OPP-00406
Team D,Asia-Pacific,TechNova,Technology,Inbound,Healthcare Expo,61,Negotiation,45738,,157917.51,0,Chen Wei,OPP-00407
Team E,North-America,EduNext,Education,Outbound,Education Forum,96,Prospecting,45248,,38538.25,0,Rafael Souza,OPP-00408
Team D,Middle-East,MediCore,Healthcare,Partnership,Referral Program,31,Prospecting,45668,,69560.44,0,Chen Wei,OPP-00409
Team D,Latin-America,HealthPlus,Healthcare,Webinar,Education Forum,37,Qualified,45426,,39542.52,0,Chen Wei,OPP-00410
Team E,Europe,SafeBank,Financial Services,Outbound,Summer outreach,58,Prospecting,45347,,137063.82,0,Sara Ibrahim,OPP-00411
Team E,Asia-Pacific,HealthPlus,Healthcare,Webinar,tech summit,74,Closed Won,45655,45789,46306.655,0,Rafael Souza,OPP-00412
Team E,Latin-America,FinEdge,Financial Services,Inbound,Tech Summit,72,Qualified,45766,,14807.11,0,Sara Ibrahim,OPP-00413
Team E,Asia-Pacific,AgriCorp,Agriculture,Partnership,Spring launch,94,Prospecting,45264,,31791.09,0,Sara Ibrahim,OPP-00414
Team A,Middle-East,CloudWorks,Cloud Computing,Webinar,Education Forum,78,Proposal Sent,45539,,44547.88,0,Priya Singh,OPP-00415
Team C,North-America,GreenTech,Unknown,Partnership,Agri Meet,35,Qualified,45609,,119224.5,0,Lina Fernandez,OPP-00416
Team B,Latin-America,SafeBank,Financial Services,Email Campaign,HealthcareExpo,72,Closed Lost,45777,45855,42260.52,0,Meera Shah,OPP-00417
Team E,North-America,GreenTech,Renewable Energy,Unknown,AgriMeet,98,Prospecting,45316,,91471.83,0,Rafael Souza,OPP-00418
Team C,Asia-Pacific,SafeBank,Financial Services,Outbound,Spring Launch,49,Proposal Sent,45849,,43296.02,0,Lina Fernandez,OPP-00419
Team D,North-America,AgriHarvest,Agriculture,Outbound,Agri Meet,43,Prospecting,45678,,46306.655,0,Emma Johnson,OPP-00420
Team D,North-America,GreenSystems,Renewable Energy,Outbound,Green Tech Day,96,Negotiation,45532,,15757.5,0,Emma Johnson,OPP-00421
Team D,Middle-East,AgriHarvest,Agriculture,Outbound,FinTech webinar,27,Negotiation,45234,,46469.64,0,Chen Wei,OPP-00422
Team B,Latin-America,AgriCorp,Agriculture,Event,Referral Program,35,Qualified,45219,,88497.46,0,Rohit Menon,OPP-00423
Team B,North-America,CloudWorks,Cloud Computing,Email Campaign,Healthcare Expo,97,Closed Lost,45476,45490,38541.39,0,Rohit Menon,OPP-00424
Team C,Middle-East,EduNext,Education,Referral,Agri Meet,47,Closed Won,45340,45512,67807.53,58283.52,Lina Fernandez,OPP-00425
Team D,North-America,FinEdge,Financial Services,Social Media,Healthcare Expo,48,Proposal Sent,45661,,66189.88,0,Emma Johnson,OPP-00426
Team B,Europe,BioHealth,Biotechnology,Social Media,FinTech Webinar,30,Closed Lost,45663,45722,160414.94,0,Meera Shah,OPP-00427
Team B,Asia-Pacific,AgriCorp,Agriculture,Webinar,Referral Program,67,Qualified,45519,,95290.51,0,Rohit Menon,OPP-00428
Team A,Europe,SafeBank,Financial Services,Webinar,Agri Meet,34,Prospecting,45301,,16475.81,0,Priya Singh,OPP-00429
Team B,Europe,AgriCorp,Agriculture,Event,education forum,61,Qualified,45633,,139694.51,0,Rohit Menon,OPP-00430
Team E,North-America,BioHealth,Biotechnology,Partnership,referral program,98,Closed Lost,45333,45391,92055.96,0,Rafael Souza,OPP-00431
Team B,Latin-America,FinPeak,FinTech,Email Campaign,Referral program,68,Negotiation,45308,,48244.91,0,Rohit Menon,OPP-00432
Team A,Europe,AgriHarvest,Agriculture,Webinar,Green Tech Day,78,Qualified,45390,,37424.72,0,Alex Patel,OPP-00433
Team A,Middle-East,AgriCorp,Agriculture,Social Media,agri meet,34,Prospecting,45215,,16956.32,0,Alex Patel,OPP-00434
Team C,Europe,MarketIQ,Market Intelligence,Partnership,Education Forum,88,Prospecting,45642,,52911.82,0,Lina Fernandez,OPP-00435
Team D,Asia-Pacific,FinEdge,Financial Services,Inbound,Tech Summit,40,Qualified,45305,,44856.15,0,Chen Wei,OPP-00436
Team B,Latin-America,MediCore,Healthcare,Inbound,Summer Outreach,31,Qualified,45385,,37447.53,0,Meera Shah,OPP-00437
Team B,North-America,GreenTech,Renewable Energy,Webinar,Summer Outreach,38,Prospecting,45528,,61277.42,0,Meera Shah,OPP-00438
Team D,North-America,FinPeak,Unknown,Partnership,FinTech Webinar,32,Closed Lost,45521,45686,42199.95,0,Emma Johnson,OPP-00439
Team D,North-America,EduNext,Education,Partnership,Healthcare Expo,41,Prospecting,45219,,10378.96,0,Emma Johnson,OPP-00440
Team E,Latin-America,GreenSystems,Renewable Energy,Partnership,Fintech webinar,89,Qualified,45673,,13833.69,0,Sara Ibrahim,OPP-00441
Team A,Middle-East,MarketIQ,Market Intelligence,Email Campaign,Referral Program,74,Proposal Sent,45477,,8156.59,0,Alex Patel,OPP-00442
Team B,Middle-East,CloudWorks,Cloud Computing,Outbound,Unknown,96,Qualified,45180,,73248.96,0,Meera Shah,OPP-00443
Team D,Asia-Pacific,GreenTech,Renewable Energy,Event,Education Forum,98,Prospecting,45229,,8481.47,0,Chen Wei,OPP-00444
Team A,Europe,MediCore,Healthcare,Outbound,Agri Meet,72,Prospecting,45701,,79446.5,0,Alex Patel,OPP-00445
Team C,Latin-America,FinEdge,Financial Services,Social Media,Tech Summit,81,Negotiation,45748,,33197.52,0,Samir Gupta,OPP-00446
Team B,Latin-America,EduNext,Education,Outbound,Unknown,65,Prospecting,45630,,14588.67,0,Meera Shah,OPP-00447
Team D,Middle-East,AgriHarvest,Agriculture,Inbound,Agri meet,37,Proposal Sent,45764,,78784.53,0,Emma Johnson,OPP-00448
Team A,Europe,TechNova,Technology,Email Campaign,Agri Meet,32,Qualified,45421,,51446.2,0,Alex Patel,OPP-00449
Team E,Latin-America,MediCore,Healthcare,Event,Summer Outreach,27,Prospecting,45331,,47362.3,0,Sara Ibrahim,OPP-00450
Team E,North-America,GreenSystems,Renewable Energy,Inbound,Tech Summit,40,Prospecting,45471,,38892.08,0,Sara Ibrahim,OPP-00451
Team D,Latin-America,SafeBank,Financial Services,Webinar,Referral Program,73,Qualified,45234,,29199.32,0,Emma Johnson,OPP-00452
Team B,Asia-Pacific,EduNext,Education,Inbound,Green Tech Day,73,Qualified,45557,,63969.64,0,Meera Shah,OPP-00453
Team E,Latin-America,SafeBank,Financial Services,Social Media,Tech Summit,49,Proposal Sent,45744,,74935.22,0,Rafael Souza,OPP-00454
Team E,Asia-Pacific,GreenTech,Renewable Energy,Outbound,referral program,38,Prospecting,45497,,114661.03,0,Sara Ibrahim,OPP-00455
Team C,Latin-America,FinPeak,FinTech,Social Media,Summer Outreach,98,Proposal Sent,45368,,43800.52,0,Lina Fernandez,OPP-00456
Team D,Europe,TechNova,Technology,Email Campaign,Summer Outreach,70,Qualified,45369,,58899,0,Chen Wei,OPP-00457
Team A,Asia-Pacific,AgriCorp,Agriculture,Referral,Tech Summit,88,Qualified,45363,,13385.66,0,Alex Patel,OPP-00458
Team D,Middle-East,CloudWorks,Cloud Computing,Partnership,Education Forum,95,Qualified,45759,,7473.68,0,Emma Johnson,OPP-00459
Team A,Europe,FinPeak,FinTech,Event,tech summit,89,Proposal Sent,45569,,44467.17,0,Priya Singh,OPP-00460
Team B,Latin-America,EduNext,Education,Outbound,FinTech Webinar,50,Qualified,45182,,14790.48,0,Meera Shah,OPP-00461
Team B,Middle-East,BioHealth,Biotechnology,Email Campaign,SpringLaunch,41,Proposal Sent,45249,,60314.34,0,Rohit Menon,OPP-00462
Team C,Europe,GreenSystems,Renewable Energy,Event,Agri meet,23,Qualified,45331,,17629.7,0,Lina Fernandez,OPP-00463
Team E,North-America,TechNova,Technology,Partnership,Spring Launch,83,Proposal Sent,45394,,26636.4,0,Rafael Souza,OPP-00464
Team A,Middle-East,CloudWorks,Cloud Computing,Outbound,Green Tech Day,35,Closed Won,45586,45678,90324.82,99601.62,Priya Singh,OPP-00465
Team B,Latin-America,HealthPlus,Healthcare,Referral,Unknown,72,Negotiation,45413,,8148.34,0,Rohit Menon,OPP-00466
Team A,Asia-Pacific,SafeBank,Financial Services,Event,Summer Outreach,43,Qualified,45622,,114553.99,0,Alex Patel,OPP-00467
Team D,Latin-America,AgriHarvest,Agriculture,Webinar,Agri Meet,98,Proposal Sent,45431,,65510.21,0,Emma Johnson,OPP-00468
Team E,Middle-East,FinPeak,FinTech,Social Media,Summer Outreach,24,Prospecting,45618,,70984.92,0,Sara Ibrahim,OPP-00469
Team E,Asia-Pacific,BioHealth,Biotechnology,Email Campaign,FinTech Webinar,57,Proposal Sent,45345,,36141.47,0,Sara Ibrahim,OPP-00470
Team D,Europe,GreenTech,Renewable Energy,Social Media,Summer Outreach,67,Qualified,45230,,124319.26,0,Chen Wei,OPP-00471
Team A,Middle-East,MarketIQ,Market Intelligence,Webinar,Spring launch,93,Prospecting,45412,,58595.41,0,Alex Patel,OPP-00472
Team B,Middle-East,BioHealth,Biotechnology,Email Campaign,FinTech Webinar,37,Qualified,45736,,92594.15,0,Meera Shah,OPP-00473
Team E,Latin-America,Urbanmobility,Transportation,Email Campaign,HealthcareExpo,39,Proposal Sent,45761,,73577.06,0,Sara Ibrahim,OPP-00474
Team C,Asia-Pacific,GreenSystems,Renewable Energy,Social Media,Summer Outreach,61,Prospecting,45667,,35344.38,0,Samir Gupta,OPP-00475
Team E,Middle-East,GreenTech,Renewable Energy,Referral,fintech webinar,26,Prospecting,45869,,23381.86,0,Rafael Souza,OPP-00476
Team D,North-America,BioHealth,Biotechnology,Email Campaign,Green Tech Day,24,Prospecting,45755,,29016.55,0,Chen Wei,OPP-00477
Team B,North-America,TechNova,Technology,Partnership,Agri Meet,95,Qualified,45500,,49744.76,0,Rohit Menon,OPP-00478
Team D,Europe,AgriCorp,Agriculture,Referral,Education Forum,97,Closed Won,45409,45489,41422.08,40656.6,Chen Wei,OPP-00479
Team E,North-America,MediCore,Healthcare,Email Campaign,EducationForum,31,Prospecting,45268,,59536.13,0,Rafael Souza,OPP-00480
Team C,Asia-Pacific,FinPeak,FinTech,Event,AgriMeet,76,Prospecting,45853,,17109.99,0,Lina Fernandez,OPP-00481
Team A,North-America,AgriCorp,Agriculture,Referral,summer outreach,90,Prospecting,45601,,42475.81,0,Alex Patel,OPP-00482
Team E,North-America,FinPeak,FinTech,Referral,Green Tech Day,39,Qualified,45466,,26386.54,0,Sara Ibrahim,OPP-00483
Team C,Latin-America,MarketIQ,Market Intelligence,Email Campaign,Spring Launch,32,Prospecting,45517,,38550.47,0,Samir Gupta,OPP-00484
Team A,Latin-America,SafeBank,Financial Services,Inbound,Summer Outreach,77,Qualified,45515,,16671.43,0,Priya Singh,OPP-00485
Team D,Latin-America,SafeBank,Financial Services,Partnership,Green Tech Day,40,Qualified,45553,,37648.31,0,Chen Wei,OPP-00486
Team A,North-America,MediCore,Healthcare,Referral,HealthcareExpo,62,Negotiation,45444,,24022.4,0,Priya Singh,OPP-00487
Team E,North-America,CloudWorks,Cloud Computing,Social Media,Spring Launch,92,Qualified,45620,,116583.38,0,Sara Ibrahim,OPP-00488
Team D,Europe,BioHealth,Biotechnology,Partnership,Healthcare Expo,47,Qualified,45521,,52590.36,0,Emma Johnson,OPP-00489
Team B,Middle-East,EduNext,Education,Inbound,Green Tech Day,61,Prospecting,45526,,96414.8,0,Rohit Menon,OPP-00490
Team B,Asia-Pacific,HealthPlus,Healthcare,Email Campaign,Spring Launch,76,Prospecting,45823,,119093.57,0,Unknown,OPP-00491
Team A,Latin-America,GreenTech,Renewable Energy,Referral,GreenTechDay,48,Prospecting,45615,,145679.89,0,Priya Singh,OPP-00492
Team B,North-America,AgriHarvest,Agriculture,Partnership,Referral Program,23,Prospecting,45790,,13120.89,0,Meera Shah,OPP-00493
Team E,North-America,GreenTech,Renewable Energy,Referral,GreenTechDay,80,Negotiation,45375,,58840.94,0,Rafael Souza,OPP-00494
Team E,Latin-America,CloudWorks,Cloud Computing,Referral,green tech day,35,Prospecting,45803,,46306.655,0,Sara Ibrahim,OPP-00495
Team E,Asia-Pacific,TechNova,Technology,Unknown,Healthcare Expo,61,Qualified,45610,,65986.93,0,Rafael Souza,OPP-00496
Team E,Middle-East,CloudWorks,Cloud Computing,Partnership,FinTech Webinar,50,Proposal Sent,45681,,9484.78,0,Rafael Souza,OPP-00497
Team E,Latin-America,MarketIQ,Market Intelligence,Referral,Agri meet,92,Proposal Sent,45729,,39269.99,0,Rafael Souza,OPP-00498
Team E,Asia-Pacific,CloudWorks,Cloud Computing,Social Media,Spring Launch,84,Closed Lost,45571,45584,32319.63,0,Sara Ibrahim,OPP-00499
Team B,Middle-East,EduNext,Education,Referral,Referral Program,34,Prospecting,45568,,44020.56,0,Rohit Menon,OPP-00500
Team C,Latin-America,Urbanmobility,Transportation,Social Media,SpringLaunch,34,Closed Won,45737,45815,33600.73,28744,Lina Fernandez,OPP-00501
Team C,Europe,FinPeak,FinTech,Inbound,Agri Meet,57,Negotiation,45675,,59082.16,0,Samir Gupta,OPP-00502
Team E,Middle-East,BioHealth,Biotechnology,Social Media,Referral Program,70,Closed Won,45744,45775,87214.33,90712.43,Rafael Souza,OPP-00503
Team E,Asia-Pacific,GreenSystems,Renewable Energy,Partnership,Summer Outreach,36,Closed Won,45567,45727,74098.37,74567.2,Sara Ibrahim,OPP-00504
Team B,Europe,AgriCorp,Agriculture,Email Campaign,Tech Summit,50,Qualified,45195,,62343.75,0,Unknown,OPP-00505
Team B,Asia-Pacific,FinPeak,FinTech,Inbound,Green tech day,86,Prospecting,45390,,96664.25,0,Rohit Menon,OPP-00506
Team D,Asia-Pacific,MediCore,Healthcare,Email Campaign,Agri Meet,72,Prospecting,45595,,23054.38,0,Emma Johnson,OPP-00507
Team B,Middle-East,GreenSystems,Renewable Energy,Event,Green tech day,61,Negotiation,45798,,23908.17,0,Rohit Menon,OPP-00508
Team D,Middle-East,SafeBank,Financial Services,Partnership,Tech Summit,22,Qualified,45225,,63697.56,0,Emma Johnson,OPP-00509
Team E,Asia-Pacific,BioHealth,Unknown,Email Campaign,Tech Summit,71,Negotiation,45213,,66666.35,0,Rafael Souza,OPP-00510
Team B,North-America,GreenTech,Renewable Energy,Email Campaign,Education Forum,67,Prospecting,45272,,66444.6,0,Meera Shah,OPP-00511
Team A,Latin-America,FinPeak,FinTech,Social Media,Tech Summit,53,Qualified,45338,,100358.25,0,Alex Patel,OPP-00512
Team E,Europe,AgriCorp,Agriculture,Partnership,Referral Program,43,Proposal Sent,45655,,24960.7,0,Sara Ibrahim,OPP-00513
Team E,Asia-Pacific,AgriHarvest,Agriculture,Event,Green Tech Day,72,Qualified,45761,,58993.1,0,Sara Ibrahim,OPP-00514
Team C,Latin-America,MarketIQ,Market Intelligence,Webinar,AgriMeet,67,Prospecting,45760,,24625.99,0,Lina Fernandez,OPP-00515
Team C,Europe,CloudWorks,Cloud Computing,Event,Spring Launch,74,Negotiation,45537,,34082.77,0,Lina Fernandez,OPP-00516
Team D,North-America,AgriCorp,Agriculture,Email Campaign,SummerOutreach,73,Negotiation,45472,,13955.72,0,Chen Wei,OPP-00517
Team D,North-America,MediCore,Healthcare,Outbound,TechSummit,57,Prospecting,45864,,46306.655,0,Unknown,OPP-00518
Team E,North-America,MarketIQ,Market Intelligence,Inbound,Referral Program,77,Closed Lost,45248,45363,18286.7,0,Rafael Souza,OPP-00519
Team A,Asia-Pacific,CloudWorks,Cloud Computing,Webinar,Agri Meet,22,Proposal Sent,45458,,44285.97,0,Alex Patel,OPP-00520
Team E,Middle-East,GreenSystems,Renewable Energy,Referral,Referral Program,42,Prospecting,45634,,108178.42,0,Sara Ibrahim,OPP-00521
Team E,Middle-East,GreenTech,Renewable Energy,Inbound,Healthcare Expo,27,Prospecting,45636,,84000.99,0,Rafael Souza,OPP-00522
Team C,Latin-America,AgriHarvest,Agriculture,Referral,Spring Launch,58,Proposal Sent,45400,,61421.54,0,Lina Fernandez,OPP-00523
Team D,Asia-Pacific,AgriCorp,Agriculture,Referral,Spring Launch,94,Qualified,45191,,48378.94,0,Chen Wei,OPP-00524
Team C,Middle-East,GreenTech,Renewable Energy,Partnership,EducationForum,51,Negotiation,45768,,85834.83,0,Samir Gupta,OPP-00525
Team A,Latin-America,GreenSystems,Renewable Energy,Event,Education Forum,94,Qualified,45848,,29095.41,0,Priya Singh,OPP-00526
Team B,North-America,MediCore,Healthcare,Webinar,HealthcareExpo,30,Qualified,45794,,27912.55,0,Rohit Menon,OPP-00527
Team C,Latin-America,CloudWorks,Cloud Computing,Inbound,Green Tech Day,55,Negotiation,45805,,35603.3,0,Samir Gupta,OPP-00528
Team D,North-America,MediCore,Healthcare,Email Campaign,Healthcare Expo,83,Qualified,45685,,46306.655,0,Chen Wei,OPP-00529
Team D,Middle-East,CloudWorks,Cloud Computing,Social Media,SpringLaunch,37,Negotiation,45310,,86329.71,0,Emma Johnson,OPP-00530
Team D,Latin-America,AgriCorp,Agriculture,Event,Spring Launch,24,Prospecting,45275,,46306.655,0,Chen Wei,OPP-00531
Team C,Middle-East,EduNext,Education,Inbound,Spring Launch,77,Qualified,45850,,106711.85,0,Samir Gupta,OPP-00532
Team D,Asia-Pacific,HealthPlus,Healthcare,Outbound,FinTech webinar,85,Prospecting,45680,,68936.54,0,Chen Wei,OPP-00533
Team C,North-America,CloudWorks,Cloud Computing,Webinar,EducationForum,80,Prospecting,45695,,73834.84,0,Lina Fernandez,OPP-00534
Team C,Middle-East,FinEdge,Financial Services,Referral,Healthcare Expo,67,Proposal Sent,45218,,52020.37,0,Lina Fernandez,OPP-00535
Team D,Latin-America,AgriHarvest,Agriculture,Webinar,Education Forum,49,Proposal Sent,45636,,39695.63,0,Chen Wei,OPP-00536
Team E,North-America,SafeBank,Financial Services,Email Campaign,Spring Launch,75,Qualified,45220,,112220.71,0,Sara Ibrahim,OPP-00537
Team C,Asia-Pacific,AgriCorp,Agriculture,Social Media,Agri meet,90,Prospecting,45535,,124878.66,0,Lina Fernandez,OPP-00538
Team A,North-America,GreenSystems,Renewable Energy,Referral,EducationForum,96,Prospecting,45340,,61988.91,0,Alex Patel,OPP-00539
Team A,North-America,GreenTech,Renewable Energy,Webinar,Agri Meet,88,Proposal Sent,45776,,46306.655,0,Alex Patel,OPP-00540
Team E,Europe,AgriHarvest,Agriculture,Referral,Summer Outreach,33,Prospecting,45504,,54004.17,0,Rafael Souza,OPP-00541
Team E,Asia-Pacific,SafeBank,Financial Services,Inbound,Education Forum,73,Proposal Sent,45357,,26784.53,0,Rafael Souza,OPP-00542
Team C,Asia-Pacific,MediCore,Healthcare,Webinar,Tech Summit,24,Proposal Sent,45460,,53475.82,0,Samir Gupta,OPP-00543
Team B,Asia-Pacific,HealthPlus,Healthcare,Inbound,Spring Launch,61,Proposal Sent,45569,,39820.66,0,Rohit Menon,OPP-00544
Team E,Europe,GreenTech,Renewable Energy,Email Campaign,Referral Program,22,Qualified,45303,,15708.25,0,Rafael Souza,OPP-00545
Team D,Middle-East,GreenSystems,Renewable Energy,Referral,Healthcare Expo,73,Negotiation,45867,,93251.72,0,Chen Wei,OPP-00546
Team E,North-America,AgriCorp,Agriculture,Inbound,Spring Launch,49,Closed Won,45246,45336,14673.44,12279.99,Rafael Souza,OPP-00547
Team C,Europe,GreenTech,Renewable Energy,Email Campaign,Summer Outreach,35,Closed Won,45194,45257,47972.8,54240.89,Samir Gupta,OPP-00548
Team B,Asia-Pacific,CloudWorks,Cloud Computing,Event,Agri Meet,55,Prospecting,45216,,32541.34,0,Meera Shah,OPP-00549
Team A,North-America,GreenTech,Renewable Energy,Event,Referral Program,71,Prospecting,45633,,14952.26,0,Alex Patel,OPP-00550
Team B,Asia-Pacific,CloudWorks,Cloud Computing,Referral,green tech day,49,Prospecting,45421,,18495.69,0,Rohit Menon,OPP-00551
Team E,North-America,BioHealth,Biotechnology,Webinar,Education Forum,58,Qualified,45716,,97212.92,0,Sara Ibrahim,OPP-00552
Team E,Middle-East,MarketIQ,Market Intelligence,Referral,Fintech webinar,51,Closed Lost,45390,45407,152028.61,0,Rafael Souza,OPP-00553
Team A,North-America,AgriCorp,Agriculture,Outbound,FinTech Webinar,39,Prospecting,45474,,86429.65,0,Alex Patel,OPP-00554
Team E,Asia-Pacific,AgriCorp,Agriculture,Webinar,Healthcare Expo,23,Prospecting,45773,,65310.08,0,Rafael Souza,OPP-00555
Team B,Asia-Pacific,EduNext,Education,Outbound,Education Forum,54,Prospecting,45864,,41233.43,0,Meera Shah,OPP-00556
Team E,Europe,GreenSystems,Renewable Energy,Inbound,FinTechWebinar,90,Prospecting,45423,,77838.15,0,Sara Ibrahim,OPP-00557
Team D,North-America,FinPeak,FinTech,Webinar,FinTechWebinar,62,Prospecting,45240,,51046,0,Chen Wei,OPP-00558
Team B,Middle-East,GreenTech,Renewable Energy,Outbound,Spring Launch,91,Proposal Sent,45482,,60214.38,0,Rohit Menon,OPP-00559
Team D,Asia-Pacific,FinEdge,Financial Services,Social Media,Referral Program,97,Proposal Sent,45520,,59106.19,0,Chen Wei,OPP-00560
Team C,Middle-East,CloudWorks,Cloud Computing,Unknown,Green tech day,63,Negotiation,45813,,59766.01,0,Samir Gupta,OPP-00561
Team E,North-America,Urbanmobility,Transportation,Referral,FinTech Webinar,84,Qualified,45335,,27308.7,0,Sara Ibrahim,OPP-00562
Team E,Europe,CloudWorks,Cloud Computing,Inbound,Referral Program,76,Prospecting,45418,,54377.21,0,Rafael Souza,OPP-00563
Team A,Europe,FinPeak,FinTech,Referral,FinTech Webinar,56,Negotiation,45797,,67650.93,0,Alex Patel,OPP-00564
Team C,North-America,MarketIQ,Market Intelligence,Inbound,Unknown,83,Prospecting,45553,,149496.59,0,Samir Gupta,OPP-00565
Team D,Middle-East,HealthPlus,Healthcare,Unknown,Spring Launch,39,Negotiation,45268,,50108.41,0,Emma Johnson,OPP-00566
Team D,North-America,CloudWorks,Cloud Computing,Email Campaign,Spring Launch,27,Negotiation,45672,,26049.91,0,Emma Johnson,OPP-00567
Team D,Asia-Pacific,Urbanmobility,Transportation,Event,Summer Outreach,52,Proposal Sent,45229,,176190.31,0,Chen Wei,OPP-00568
Team B,Asia-Pacific,FinEdge,Financial Services,Webinar,Spring Launch,72,Qualified,45724,,40240,0,Rohit Menon,OPP-00569
Team A,Asia-Pacific,BioHealth,Biotechnology,Event,Agri Meet,58,Qualified,45466,,78294.01,0,Alex Patel,OPP-00570
Team B,Latin-America,HealthPlus,Healthcare,Partnership,Spring Launch,89,Qualified,45442,,69558.79,0,Rohit Menon,OPP-00571
Team E,Latin-America,HealthPlus,Healthcare,Outbound,Education Forum,95,Proposal Sent,45517,,64197.04,0,Sara Ibrahim,OPP-00572
Team A,North-America,MarketIQ,Market Intelligence,Email Campaign,Spring Launch,72,Proposal Sent,45474,,32380.61,0,Priya Singh,OPP-00573
Team C,Latin-America,GreenTech,Renewable Energy,Outbound,Referral Program,73,Closed Lost,45386,45438,73911.18,0,Samir Gupta,OPP-00574
Team C,North-America,TechNova,Technology,Referral,Summer Outreach,71,Proposal Sent,45568,,17131.23,0,Samir Gupta,OPP-00575
Team A,North-America,MarketIQ,Market Intelligence,Email Campaign,Spring Launch,44,Qualified,45456,,64409.17,0,Priya Singh,OPP-00576
Team C,Latin-America,GreenTech,Renewable Energy,Email Campaign,Education Forum,71,Prospecting,45558,,61961.13,0,Samir Gupta,OPP-00577
Team D,Europe,FinPeak,FinTech,Partnership,Education Forum,82,Negotiation,45786,,46306.655,0,Emma Johnson,OPP-00578
Team C,Middle-East,SafeBank,Financial Services,Social Media,spring launch,93,Qualified,45725,,63297.49,0,Samir Gupta,OPP-00579
Team A,North-America,AgriCorp,Agriculture,Referral,Tech Summit,96,Proposal Sent,45770,,51494.86,0,Alex Patel,OPP-00580
Team A,Europe,GreenTech,Renewable Energy,Referral,Spring Launch,32,Negotiation,45517,,29291.12,0,Priya Singh,OPP-00581
Team C,Europe,AgriCorp,Agriculture,Event,Tech Summit,37,Qualified,45342,,23613.61,0,Samir Gupta,OPP-00582
Team D,North-America,FinPeak,FinTech,Outbound,Unknown,88,Prospecting,45498,,42870.48,0,Emma Johnson,OPP-00583
Team D,Europe,BioHealth,Biotechnology,Unknown,Healthcare Expo,91,Closed Lost,45860,45869,46306.655,0,Chen Wei,OPP-00584
Team A,North-America,HealthPlus,Healthcare,Email Campaign,HealthcareExpo,61,Prospecting,45766,,46306.655,0,Alex Patel,OPP-00585
Team A,Asia-Pacific,AgriHarvest,Agriculture,Partnership,Agri Meet,31,Closed Won,45212,45380,18082.84,16523.9,Alex Patel,OPP-00586
Team D,Latin-America,AgriHarvest,Agriculture,Inbound,Spring Launch,97,Prospecting,45426,,60776.93,0,Unknown,OPP-00587
Team E,Latin-America,FinPeak,FinTech,Referral,Spring Launch,42,Closed Lost,45192,45295,49537.87,0,Sara Ibrahim,OPP-00588
Team A,North-America,Urbanmobility,Transportation,Outbound,referral program,60,Qualified,45424,,46306.655,0,Priya Singh,OPP-00589
Team A,Asia-Pacific,BioHealth,Biotechnology,Inbound,FinTech Webinar,54,Negotiation,45492,,53784.16,0,Alex Patel,OPP-00590
Team A,Europe,BioHealth,Biotechnology,Event,Summer outreach,53,Prospecting,45457,,16691.2,0,Alex Patel,OPP-00591
Team A,Europe,MarketIQ,Market Intelligence,Outbound,Tech Summit,23,Prospecting,45651,,164409.32,0,Priya Singh,OPP-00592
Team D,Middle-East,SafeBank,Financial Services,Inbound,Agri Meet,53,Proposal Sent,45290,,55607.45,0,Chen Wei,OPP-00593
Team D,North-America,HealthPlus,Healthcare,Inbound,Education Forum,78,Qualified,45612,,45258.9,0,Chen Wei,OPP-00594
Team B,Middle-East,CloudWorks,Cloud Computing,Outbound,Healthcare Expo,48,Qualified,45409,,67536.72,0,Meera Shah,OPP-00595
Team C,North-America,CloudWorks,Cloud Computing,Event,Summer Outreach,34,Closed Won,45567,45614,24757.5,23774.79,Samir Gupta,OPP-00596
Team E,North-America,TechNova,Technology,Social Media,Healthcare Expo,91,Prospecting,45260,,31178.38,0,Rafael Souza,OPP-00597
Team E,Europe,FinEdge,Financial Services,Outbound,Green Tech Day,78,Prospecting,45180,,51862.41,0,Sara Ibrahim,OPP-00598
Team D,North-America,GreenTech,Renewable Energy,Inbound,Unknown,40,Closed Won,45251,45356,52600.43,61978.17,Emma Johnson,OPP-00599
Team A,Asia-Pacific,EduNext,Education,Partnership,Referral Program,22,Prospecting,45179,,32975.62,0,Alex Patel,OPP-00600
Team C,Middle-East,AgriHarvest,Agriculture,Event,Spring Launch,66,Prospecting,45832,,19023.2,0,Lina Fernandez,OPP-00601
Team D,Middle-East,GreenTech,Renewable Energy,Unknown,AgriMeet,88,Closed Won,45867,45869,51013.41,49146.16,Chen Wei,OPP-00602
